Date	Action	Direction	Protocol	Application/Service	Local IP address	Local hostname	Local port	Remote IP address	Remote hostname	Remote port	ICMP info	Kind
Dec 19, 2016, 9:10:14 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 9:10:13 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 9:09:58 AM	DENIED	Incoming	TCP	mySQL	180.113.238.113	180.113.238.113	3306	211.147.112.243	211.147.112.243	6000		User-defined setting
Dec 19, 2016, 9:09:58 AM	DENIED	Incoming	TCP	Remote Login (Telnet)	180.113.238.113	180.113.238.113	23	59.126.222.218	59-126-222-218.hinet-ip.hinet.net	7963		User-defined setting
Dec 19, 2016, 9:09:55 AM	DENIED	Incoming	TCP	Port 2323	180.113.238.113	180.113.238.113	2323	59.126.222.218	59-126-222-218.hinet-ip.hinet.net	7963		User-defined setting
Dec 19, 2016, 9:09:51 AM	DENIED	Incoming	TCP	mySQL	180.113.238.113	180.113.238.113	3306	211.147.112.243	211.147.112.243	6000		User-defined setting
Dec 19, 2016, 9:09:44 AM	DENIED	Incoming	TCP	mySQL	180.113.238.113	180.113.238.113	3306	211.147.112.243	211.147.112.243	6000		User-defined setting
Dec 19, 2016, 9:09:43 AM	DENIED	Incoming	TCP	Remote Login (Telnet)	180.113.238.113	180.113.238.113	23	123.243.165.136	123-243-165-136.static.tpgi.com.au	358		User-defined setting
Dec 19, 2016, 9:09:23 AM	DENIED	Incoming	TCP	Port 2323	180.113.238.113	180.113.238.113	2323	59.126.222.218	59-126-222-218.hinet-ip.hinet.net	7963		User-defined setting
Dec 19, 2016, 9:08:59 AM	DENIED	Outgoing	TCP	com.apple.WebKit.WebContent.xpc	0.0.0.0	0.0.0.0	0	218.92.221.212	218.92.221.212	443		User-defined setting
Dec 19, 2016, 9:08:51 AM	DENIED	Incoming	TCP	Port 2323	180.113.238.113	180.113.238.113	2323	114.34.31.233	114-34-31-233.hinet-ip.hinet.net	26618		User-defined setting
Dec 19, 2016, 9:08:18 AM	DENIED	Outgoing	TCP	com.apple.WebKit.WebContent.xpc	0.0.0.0	0.0.0.0	0	58.222.42.59	58.222.42.59	80		User-defined setting
Dec 19, 2016, 9:08:18 AM	DENIED	Outgoing	TCP	com.apple.WebKit.WebContent.xpc	0.0.0.0	0.0.0.0	0	58.222.42.59	58.222.42.59	80		User-defined setting
Dec 19, 2016, 9:08:18 AM	DENIED	Outgoing	TCP	com.apple.WebKit.WebContent.xpc	0.0.0.0	0.0.0.0	0	58.222.42.59	58.222.42.59	80		User-defined setting
Dec 19, 2016, 9:08:18 AM	DENIED	Outgoing	TCP	com.apple.WebKit.WebContent.xpc	0.0.0.0	0.0.0.0	0	58.222.42.59	58.222.42.59	80		User-defined setting
Dec 19, 2016, 9:08:18 AM	DENIED	Outgoing	TCP	com.apple.WebKit.WebContent.xpc	0.0.0.0	0.0.0.0	0	58.222.42.59	58.222.42.59	80		User-defined setting
Dec 19, 2016, 9:08:18 AM	DENIED	Outgoing	TCP	com.apple.WebKit.WebContent.xpc	0.0.0.0	0.0.0.0	0	58.222.42.59	58.222.42.59	80		User-defined setting
Dec 19, 2016, 9:08:18 AM	DENIED	Outgoing	TCP	com.apple.WebKit.WebContent.xpc	0.0.0.0	0.0.0.0	0	58.222.42.59	58.222.42.59	80		User-defined setting
Dec 19, 2016, 9:08:18 AM	DENIED	Outgoing	TCP	com.apple.WebKit.WebContent.xpc	0.0.0.0	0.0.0.0	0	58.222.42.59	58.222.42.59	80		User-defined setting
Dec 19, 2016, 9:08:18 AM	DENIED	Outgoing	TCP	com.apple.WebKit.WebContent.xpc	0.0.0.0	0.0.0.0	0	58.222.42.59	58.222.42.59	80		User-defined setting
Dec 19, 2016, 9:08:18 AM	DENIED	Outgoing	TCP	com.apple.WebKit.WebContent.xpc	0.0.0.0	0.0.0.0	0	58.222.42.59	58.222.42.59	80		User-defined setting
Dec 19, 2016, 9:08:18 AM	DENIED	Outgoing	TCP	com.apple.WebKit.WebContent.xpc	0.0.0.0	0.0.0.0	0	58.222.42.59	58.222.42.59	80		User-defined setting
Dec 19, 2016, 9:08:09 AM	DENIED	Incoming	TCP	Remote Login (Telnet)	180.113.238.113	180.113.238.113	23	59.126.222.218	59-126-222-218.hinet-ip.hinet.net	7963		User-defined setting
Dec 19, 2016, 9:08:06 AM	DENIED	Incoming	TCP	Remote Login (Telnet)	180.113.238.113	180.113.238.113	23	59.126.222.218	59-126-222-218.hinet-ip.hinet.net	7963		User-defined setting
Dec 19, 2016, 9:08:05 AM	DENIED	Outgoing	TCP	storeassetd	0.0.0.0	0.0.0.0	0	218.92.221.212	218.92.221.212	443		User-defined setting
Dec 19, 2016, 9:07:58 AM	DENIED	Incoming	TCP	Remote Login (Telnet)	180.113.238.113	180.113.238.113	23	59.126.222.218	59-126-222-218.hinet-ip.hinet.net	7963		User-defined setting
Dec 19, 2016, 9:07:46 AM	DENIED	Incoming	TCP	Remote Login (Telnet)	180.113.238.113	180.113.238.113	23	180.113.19.102	180.113.19.102	57677		User-defined setting
Dec 19, 2016, 9:07:44 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 9:07:43 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 9:07:39 AM	DENIED	Incoming	UDP	Port 53413	180.113.238.113	180.113.238.113	53413	50.115.166.17	50.115.166.17	44857		User-defined setting
Dec 19, 2016, 9:07:29 AM	DENIED	Incoming	TCP	Port 8123	180.113.238.113	180.113.238.113	8123	123.249.27.192	123.249.27.192	689		User-defined setting
Dec 19, 2016, 9:07:23 AM	DENIED	Incoming	TCP	Remote Login (Telnet)	180.113.238.113	180.113.238.113	23	37.210.167.186	37.210.167.186	52627		User-defined setting
Dec 19, 2016, 9:07:20 AM	DENIED	Incoming	TCP	Remote Login (Telnet)	180.113.238.113	180.113.238.113	23	37.210.167.186	37.210.167.186	52627		User-defined setting
Dec 19, 2016, 9:07:20 AM	DENIED	Incoming	UDP	Port 5060	180.113.238.113	180.113.238.113	5060	64.253.211.205	64.253.211.205	5115		User-defined setting
Dec 19, 2016, 9:07:01 AM	DENIED	Incoming	TCP	Remote Login (Telnet)	180.113.238.113	180.113.238.113	23	195.95.232.17	195.95.232.17	13800		User-defined setting
Dec 19, 2016, 9:06:54 AM	DENIED	Incoming	TCP	Remote Login (Telnet)	180.113.238.113	180.113.238.113	23	59.126.222.218	59-126-222-218.hinet-ip.hinet.net	7963		User-defined setting
Dec 19, 2016, 9:06:11 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:11 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:10 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:10 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:10 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:09 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:09 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 9:06:09 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:09 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:08 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:08 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:08 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:07 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:07 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:07 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:06 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:06 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:06 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 9:06:06 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:05 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:05 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:05 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:04 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:04 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:04 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:03 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:03 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:03 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:02 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:02 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:02 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:01 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:01 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:01 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:00 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:00 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:00 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:06:00 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:05:59 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:05:59 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:05:59 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:05:58 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:05:58 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:05:58 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:05:57 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:05:57 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:05:57 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:05:56 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:05:56 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:05:56 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:05:55 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:05:55 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:05:55 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:05:54 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:05:54 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:05:54 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:05:53 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:05:53 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 9:05:53 AM	DENIED	Incoming	TCP	Port 8088	180.113.238.113	180.113.238.113	8088	93.174.93.136	93.174.93.136	40166		User-defined setting
Dec 19, 2016, 8:37:58 AM	DENIED	Incoming	TCP	Port 51026	121.235.200.44	121.235.200.44	51026	143.127.139.87	143.127.139.87	443		Suspicious Activity
Dec 19, 2016, 8:37:44 AM	DENIED	Incoming	UDP	Port 53413	121.235.200.44	121.235.200.44	53413	66.11.117.39	66.11.117.39	41045		User-defined setting
Dec 19, 2016, 8:37:30 AM	DENIED	Incoming	TCP	Port 8806	121.235.200.44	121.235.200.44	8806	80.82.78.38	80.82.78.38	45116		User-defined setting
Dec 19, 2016, 8:37:02 AM	DENIED	Incoming	TCP	Port 6426	121.235.200.44	121.235.200.44	6426	60.191.40.195	60.191.40.195	47613		User-defined setting
Dec 19, 2016, 8:36:27 AM	DENIED	Incoming	TCP	Remote Login (Telnet)	121.235.200.44	121.235.200.44	23	37.229.30.150	37.229.30.150	56542		User-defined setting
Dec 19, 2016, 8:35:44 AM	DENIED	Incoming	TCP	Remote Login (Telnet)	121.235.200.44	121.235.200.44	23	109.162.110.145	109.162.110.145	36134		User-defined setting
Dec 19, 2016, 8:35:24 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:35:23 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:35:18 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:35:09 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:35:06 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:35:01 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:35:00 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:34:57 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:34:56 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:34:55 AM	DENIED	Incoming	TCP	Port 8010	121.235.200.44	121.235.200.44	8010	123.249.27.191	123.249.27.191	706		User-defined setting
Dec 19, 2016, 8:34:54 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:34:53 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:34:50 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:34:48 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:34:46 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:34:43 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:34:41 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:34:40 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:34:33 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:34:31 AM	DENIED	Incoming	TCP	Remote Login (Telnet)	121.235.200.44	121.235.200.44	23	194.135.220.138	194.135.220.138	58414		User-defined setting
Dec 19, 2016, 8:34:28 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:34:15 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:34:14 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:34:12 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:34:10 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:34:09 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:34:07 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:33:13 AM	DENIED	Incoming	TCP	Port 17072	121.235.200.44	121.235.200.44	17072	101.226.211.105	101.226.211.105	8080		Suspicious Activity
Dec 19, 2016, 8:33:00 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:32:59 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:32:45 AM	DENIED	Incoming	TCP	Port 17072	121.235.200.44	121.235.200.44	17072	101.226.211.105	101.226.211.105	8080		Suspicious Activity
Dec 19, 2016, 8:32:45 AM	DENIED	Incoming	TCP	Remote Login (Telnet)	121.235.200.44	121.235.200.44	23	182.64.2.237	182.64.2.237	29363		User-defined setting
Dec 19, 2016, 8:32:41 AM	DENIED	Outgoing	TCP	com.apple.geod.xpc	0.0.0.0	0.0.0.0	0	104.76.8.132	104.76.8.132	443		User-defined setting
Dec 19, 2016, 8:32:41 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:32:38 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:32:32 AM	DENIED	Incoming	TCP	Port 61234	121.235.200.44	121.235.200.44	61234	123.249.27.193	123.249.27.193	585		User-defined setting
Dec 19, 2016, 8:32:31 AM	DENIED	Incoming	TCP	Port 17072	121.235.200.44	121.235.200.44	17072	101.226.211.105	101.226.211.105	8080		User-defined setting
Dec 19, 2016, 8:32:29 AM	DENIED	Outgoing	TCP	SpotlightNetHelper	0.0.0.0	0.0.0.0	0	17.252.201.246	17.252.201.246	443		User-defined setting
Dec 19, 2016, 8:32:29 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:32:28 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:32:28 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:32:24 AM	DENIED	Incoming	TCP	Port 17072	121.235.200.44	121.235.200.44	17072	101.226.211.105	101.226.211.105	8080		User-defined setting
Dec 19, 2016, 8:32:20 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:32:20 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:32:20 AM	DENIED	Incoming	ICMP	ICMP Destination unreachable	192.168.1.3	192.168.1.3	0	192.168.1.1	192.168.1.1	0	3:13	User-defined setting
Dec 19, 2016, 8:32:17 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:32:17 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:32:12 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:32:11 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:32:10 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:32:10 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:32:08 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:32:08 AM	DENIED	Outgoing	TCP	com.apple.geod.xpc	0.0.0.0	0.0.0.0	0	104.76.8.132	104.76.8.132	443		User-defined setting
Dec 19, 2016, 8:32:06 AM	DENIED	Incoming	TCP	Remote Login (Telnet)	117.84.25.16	117.84.25.16	23	189.160.231.234	189.160.231.234	47761		User-defined setting
Dec 19, 2016, 8:32:03 AM	DENIED	Incoming	TCP	Port 49239	117.84.25.16	117.84.25.16	49239	63.245.201.111	63.245.201.111	80		Suspicious Activity
Dec 19, 2016, 8:32:03 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:32:01 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:32:00 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
Dec 19, 2016, 8:31:59 AM	DENIED	Outgoing	TCP	SpotlightNetHelper	0.0.0.0	0.0.0.0	0	17.252.201.246	17.252.201.246	443		User-defined setting
Dec 19, 2016, 8:31:58 AM	DENIED	Outgoing	UDP	Google Chrome	::	::	0	2001:4860:4860::8888	google-public-dns-a.google.com	53		User-defined setting
